g6,edges,alpha,theta,gap,ratio,theta_ub,status
L?AAD?oNBgAwBw,23,5,5.6816563103,0.6816563103,1.1363312621,5.74753074,Solved
L?AAD?wXCcHg}?,22,5,5.6816473783,0.6816473783,1.1363294757,5.79513437,Solved
L?AAD?wLAQjgLa,24,5,5.6816413817,0.6816413817,1.1363282763,5.74709890,Solved
L?AAD?wT?Ubw\A,24,5,5.6816413792,0.6816413792,1.1363282758,5.74848955,Solved
L?AAD?wLAgBwAu,23,5,5.6816413772,0.6816413772,1.1363282754,5.75058879,Solved
L?AAD?wX?ebwZA,24,5,5.6816413761,0.6816413761,1.1363282752,5.76519177,Solved
L?AAD@Oi@cJ_Hg,20,5,5.6816405522,0.6816405522,1.1363281104,5.74033150,Solved
L?`@Cb_HQcBOBo,21,5,5.6816299257,0.6816299257,1.1363259851,5.79710020,Solved
L?AAD@OI@kJGJg,21,5,5.6816011340,0.6816011340,1.1363202268,5.76108370,Solved
L?AAD?WLEOtODq,22,5,5.6815773703,0.6815773703,1.1363154741,5.76778044,Solved
L?AAD?wX?{IgCs,22,5,5.6815299182,0.6815299182,1.1363059836,5.76855898,Solved
L?AEB?c{@k@]qI,25,5,5.6815292453,0.6815292453,1.1363058491,5.75018355,Solved
L?AAD?oEEPIgHe,21,5,5.6815036652,0.6815036652,1.1363007330,5.76609002,Solved
L?AAD?wX?kPQEs,22,5,5.6815013739,0.6815013739,1.1363002748,5.76934733,Solved
L?AAD?oyBgHgDs,23,5,5.6814988851,0.6814988851,1.1362997770,5.75362451,Solved
L?AAD?oNBg@[RW,23,5,5.6814835874,0.6814835874,1.1362967175,5.74385304,Solved
L?AAD@OiAwCsk_,21,5,5.6814763880,0.6814763880,1.1362952776,5.74384500,Solved
L?AAD?wT?{\?Do,22,5,5.6814649583,0.6814649583,1.1362929917,5.83459423,Solved
L?AAD?wT@[L_ic,23,5,5.6814588498,0.6814588498,1.1362917700,5.74832166,Solved
L?AADAoFEoHgBw,23,5,5.6814460631,0.6814460631,1.1362892126,5.78438595,Solved
L?AAD?wTDObo^?,23,5,5.6814337067,0.6814337067,1.1362867413,5.75903091,Solved
L?AAD@W[@WQPBS,21,5,5.6814303183,0.6814303183,1.1362860637,5.77918826,Solved
L?AAD@oIaWAi}?,22,5,5.6814266000,0.6814266000,1.1362853200,5.76480121,Solved
L?AAD?wX?sAYVO,22,5,5.6814090253,0.6814090253,1.1362818051,5.75221002,Solved
L?AAD@W[@WAwBS,21,5,5.6814076127,0.6814076127,1.1362815225,5.75698373,Solved
L?AAD@W[BWAwBS,22,5,5.6814059994,0.6814059994,1.1362811999,5.74566861,Solved
L?AAD@W[?YROac,21,5,5.6813979823,0.6813979823,1.1362795965,5.76376842,Solved
L?AAD@W[?Yf_Do,22,5,5.6813657480,0.6813657480,1.1362731496,5.77658845,Solved
L?AE@b_FDo@[M_,23,5,5.6813656568,0.6813656568,1.1362731314,5.78549242,Solved
L?AADAoFEo@[VO,23,5,5.6813656559,0.6813656559,1.1362731312,5.76855366,Solved
L?AAD@W[?Yaw^?,23,5,5.6813656537,0.6813656537,1.1362731307,5.75683511,Solved
L?AAD?sXDcPSQY,23,5,5.6813623122,0.6813623122,1.1362724624,5.75105104,Solved
L?AADbGL?[\?LG,22,5,5.6813424062,0.6813424062,1.1362684812,5.74526114,Solved
L?AAD?wTAq\?ic,23,5,5.6813070213,0.6813070213,1.1362614043,5.78051146,Solved
L?AAD?wT@[Awic,23,5,5.6813033972,0.6813033972,1.1362606794,5.76385957,Solved
L?AAD@OIBgAYN_,21,5,5.6812738966,0.6812738966,1.1362547793,5.75856444,Solved
L?AEB?We@kBgHk,23,5,5.6812686656,0.6812686656,1.1362537331,5.74091073,Solved
L?AAD@OZBgDcig,23,5,5.6812563095,0.6812563095,1.1362512619,5.76953518,Solved
L?AADAoFBoAwm_,23,5,5.6812326440,0.6812326440,1.1362465288,5.75401650,Solved
L?AA@aHmFOAs\G,24,5,5.6812047987,0.6812047987,1.1362409597,5.75770702,Solved
L?AA@ao]BW@sRW,24,5,5.6812027692,0.6812027692,1.1362405538,5.75170873,Solved
L?AB?qQU@IL_{?,22,5,5.6811966443,0.6811966443,1.1362393289,5.81688358,Solved
L?AAD@oR?sTOVO,22,5,5.6811601541,0.6811601541,1.1362320308,5.78953303,Solved
L?AAD@oIaoAoAw,20,5,5.6811279261,0.6811279261,1.1362255852,5.76232599,Solved
L?AAD?wT?mM_aF,23,5,5.6810978725,0.6810978725,1.1362195745,5.75613968,Solved
L?AAD?oNBWHcN_,23,5,5.6810978696,0.6810978696,1.1362195739,5.74925111,Solved
L?AAD?oeBGAXFo,21,5,5.6810949431,0.6810949431,1.1362189886,5.76682045,Solved
L?AAD@OJ@sAw}?,22,5,5.6810936421,0.6810936421,1.1362187284,5.75482885,Solved
L?AAD@OJDoHgJg,22,5,5.6810928808,0.6810928808,1.1362185762,5.75648315,Solved
L?AAD?wXF_PQEs,23,5,5.6810855364,0.6810855364,1.1362171073,5.75733293,Solved
L?ABA_gaQW]?TK,22,5,5.6810837287,0.6810837287,1.1362167457,5.74251617,Solved
L?AAD?wTFOEoDq,23,5,5.6810692835,0.6810692835,1.1362138567,5.75682327,Solved
L?AAD?oEBWEoBw,21,5,5.6810691628,0.6810691628,1.1362138326,5.74457882,Solved
L?AA@BOm?uDoe_,22,5,5.6810691495,0.6810691495,1.1362138299,5.74312924,Solved
L?AAD?oEBWFoRW,22,5,5.6810652391,0.6810652391,1.1362130478,5.75280085,Solved
L?AA@AWTDSBoVO,22,5,5.6810564463,0.6810564463,1.1362112893,5.75895849,Solved
L?AA@AWTDcBoVO,22,5,5.6810564406,0.6810564406,1.1362112881,5.74699970,Solved
L?AA@AWT@sZ?as,22,5,5.6810286290,0.6810286290,1.1362057258,5.74003864,Solved
L?AA@AWT@cHgN_,21,5,5.6810084125,0.6810084125,1.1362016825,5.74310036,Solved
L?AAD?oFEoIgm_,22,5,5.6810014691,0.6810014691,1.1362002938,5.76927798,Solved
L?ABAaGBdAj_}?,23,5,5.6809977674,0.6809977674,1.1361995535,5.75929242,Solved
L?AADbGX@WBOac,21,5,5.6809972705,0.6809972705,1.1361994541,5.76575219,Solved
L?ABA_gaQWQDDK,21,5,5.6809754716,0.6809754716,1.1361950943,5.76830718,Solved
L?AAD?w\FOAwTO,23,5,5.6809457686,0.6809457686,1.1361891537,5.78745376,Solved
L?AADBOX@cF_BI,21,5,5.6809246813,0.6809246813,1.1361849363,5.75824066,Solved
L?AAD?W{DSF_Bs,23,5,5.6809226355,0.6809226355,1.1361845271,5.76169137,Solved
L?AAD@oI_iZ?UO,21,5,5.6809197923,0.6809197923,1.1361839585,5.74146963,Solved
L?AAD@oI_ZBom_,23,5,5.6809089289,0.6809089289,1.1361817858,5.77572038,Solved
L?AADb_B_tN?e_,23,5,5.6809089266,0.6809089266,1.1361817853,5.80745920,Solved
L?AA@agUAhTON_,23,5,5.6809047540,0.6809047540,1.1361809508,5.74653080,Solved
L?AAD@OICsM_Ax,21,5,5.6808635170,0.6808635170,1.1361727034,5.74026031,Solved
L?AAD@oR?sVOVO,23,5,5.6807894821,0.6807894821,1.1361578964,5.75217689,Solved
L?AA@BOTDOHgBw,21,5,5.6807697270,0.6807697270,1.1361539454,5.74382133,Solved
L?AE@aoR?ZN?J_,23,5,5.6807537856,0.6807537856,1.1361507571,5.75399847,Solved
L?AADaoR@[N?Bw,24,5,5.6807537850,0.6807537850,1.1361507570,5.74805799,Solved
L?AAD@oI_iJG}?,22,5,5.6807472818,0.6807472818,1.1361494564,5.75078782,Solved
L?AAD@oI_iJ_yA,22,5,5.6807349204,0.6807349204,1.1361469841,5.76915737,Solved
L?AADbGR@cCs\?,22,5,5.6807104631,0.6807104631,1.1361420926,5.74509026,Solved
L?AAD?W{DcKcAt,23,5,5.6806943298,0.6806943298,1.1361388660,5.75122662,Solved
L?AAD?oeBGHgag,20,5,5.6806936674,0.6806936674,1.1361387335,5.74846586,Solved
L?AAD?oZ@sAwy@,23,5,5.6806713716,0.6806713716,1.1361342743,5.74320348,Solved
L?AAD@OICsJGFo,21,5,5.6806532844,0.6806532844,1.1361306569,5.75206719,Solved
L?AAD?oFBo@km_,22,5,5.6806411834,0.6806411834,1.1361282367,5.77322475,Solved
L?AAD@OZBoTCJg,23,5,5.6806386059,0.6806386059,1.1361277212,5.74244894,Solved
L?AAD@OiCsJGFo,22,5,5.6806385976,0.6806385976,1.1361277195,5.75909416,Solved
L?AA@BOTDOEOas,20,5,5.6806333429,0.6806333429,1.1361266686,5.74308844,Solved
L?AAD@OI@gAqm_,20,5,5.6806310787,0.6806310787,1.1361262157,5.77396757,Solved
L?AAD@OyBgDSJg,23,5,5.6806158012,0.6806158012,1.1361231602,5.74495785,Solved
L?AAD@OJCsM_ig,22,5,5.6805965156,0.6805965156,1.1361193031,5.78430557,Solved
L?AAD?oeAwHgFo,22,5,5.6805941286,0.6805941286,1.1361188257,5.75230949,Solved
L?AAD?w\@s@w{@,24,5,5.6805609887,0.6805609887,1.1361121977,5.74073586,Solved
L?ABA_gaR_qSBR,23,5,5.6805409043,0.6805409043,1.1361081809,5.75136950,Solved
L?AADbGR@cCs^?,23,5,5.6805326521,0.6805326521,1.1361065304,5.74132128,Solved
L?AAD?oeAwHKHc,21,5,5.6805225022,0.6805225022,1.1361045004,5.74067368,Solved
L?AAD?oEBgCqQX,21,5,5.6805218163,0.6805218163,1.1361043633,5.76617278,Solved
L?AAD?wX?uIgEs,23,5,5.6805162028,0.6805162028,1.1361032406,5.74454636,Solved
L?AAD@oIawIg}?,23,5,5.6805142953,0.6805142953,1.1361028591,5.77413511,Solved
L?AADb_B_tN?k_,23,5,5.6805118264,0.6805118264,1.1361023653,5.74584994,Solved
L?AA@AWT@SeoaT,22,5,5.6804903967,0.6804903967,1.1360980793,5.74641902,Solved
L?AADb_M?{J_Fg,24,5,5.6804863739,0.6804863739,1.1360972748,5.77368951,Solved
L?AE@`gJFO@wCN,24,5,5.6804863734,0.6804863734,1.1360972747,5.77061455,Solved
L?AAD@OZBoDoBw,23,5,5.6804810724,0.6804810724,1.1360962145,5.77995509,Solved
L?AAD@OIBgFoDs,22,5,5.6804802908,0.6804802908,1.1360960582,5.75045157,Solved
L?AAD?wX?qigEs,23,5,5.6804802898,0.6804802898,1.1360960580,5.74154506,Solved
L?AA@AWT@SBgN_,21,5,5.6804759112,0.6804759112,1.1360951822,5.74373232,Solved
L?AAD@oRBoAYkc,23,5,5.6804661512,0.6804661512,1.1360932302,5.74868668,Solved
L?AAD@OiBgFoDs,23,5,5.6804650303,0.6804650303,1.1360930061,5.74795012,Solved
L?AAD@oIaWUPBw,23,5,5.6804493689,0.6804493689,1.1360898738,5.74227685,Solved
L?AAD@OJ@oQQBX,21,5,5.6804430814,0.6804430814,1.1360886163,5.77012440,Solved
L?AA@agUBgEoqP,23,5,5.6804292545,0.6804292545,1.1360858509,5.77099625,Solved
L?AA@AOTBo@ki_,20,5,5.6803738680,0.6803738680,1.1360747736,5.74683010,Solved
L?AAD@oIaWUOUO,21,5,5.6803737264,0.6803737264,1.1360747453,5.78358497,Solved
L?AAD?wTCSjG}?,23,5,5.6803677309,0.6803677309,1.1360735462,5.75868669,Solved
L?AAD?wX?em_Fo,23,5,5.6803383422,0.6803383422,1.1360676684,5.77995644,Solved
L?AA@BOT?sTOaS,20,5,5.6803330873,0.6803330873,1.1360666175,5.75223257,Solved
L?AEB?WU@g@wXG,21,5,5.6803200201,0.6803200201,1.1360640040,5.75550314,Solved
L?AADb_M?k@sQQ,22,5,5.6802847957,0.6802847957,1.1360569591,5.74615448,Solved
L?AAD?wT?]V?UO,22,5,5.6802602795,0.6802602795,1.1360520559,5.74080721,Solved
L?AADBOL?kHIBw,22,5,5.6802374194,0.6802374194,1.1360474839,5.74934067,Solved
L?AAD?oeBG@SN_,20,5,5.6802217124,0.6802217124,1.1360443425,5.74757019,Solved
L?AAD?wX?s]?ES,21,5,5.6802194739,0.6802194739,1.1360438948,5.74506228,Solved
L?AAD?wT?UhgkB,23,5,5.6802175854,0.6802175854,1.1360435171,5.74164372,Solved
L?AAD?wX?eigEs,23,5,5.6802175846,0.6802175846,1.1360435169,5.74982596,Solved
L?AA@AWT@SJgN_,22,5,5.6802080367,0.6802080367,1.1360416073,5.74308912,Solved
L?AAD?wT@Sm_N_,23,5,5.6802048835,0.6802048835,1.1360409767,5.78044304,Solved
L?ABA_gUCcPWBQ,21,5,5.6802031125,0.6802031125,1.1360406225,5.74208739,Solved
L?AAD?w\FOIgDq,24,5,5.6801920455,0.6801920455,1.1360384091,5.77639011,Solved
L?AAD?wT?Un?ic,23,5,5.6801815180,0.6801815180,1.1360363036,5.74872737,Solved
L?AAD?sXCcFOVO,22,5,5.6801423582,0.6801423582,1.1360284716,5.76274407,Solved
L?AAD@Oi@cJ_Fo,21,5,5.6800984356,0.6800984356,1.1360196871,5.75382091,Solved
L?AA@AWT@cHh}?,22,5,5.6800912618,0.6800912618,1.1360182524,5.74170301,Solved
L?AAD?oeAWDoFO,20,5,5.6800827145,0.6800827145,1.1360165429,5.75323278,Solved
L?AAD?oZBg@sRW,23,5,5.6800335016,0.6800335016,1.1360067003,5.74473202,Solved
L?AAD?oZBgHKBw,23,5,5.6800181363,0.6800181363,1.1360036273,5.74641667,Solved
L?AAD@OI?sK`cd,20,5,5.6799980495,0.6799980495,1.1359996099,5.76677836,Solved
L?AAD@oIaWUOVO,22,5,5.6799836590,0.6799836590,1.1359967318,5.79359747,Solved
L?AAD?wXCcfoZA,24,5,5.6799552912,0.6799552912,1.1359910582,5.74485015,Solved
L?AADbGR@cCsu@,23,5,5.6799380168,0.6799380168,1.1359876034,5.75697037,Solved
L?AAD@OiAwFOFo,22,5,5.6799380153,0.6799380153,1.1359876031,5.76788213,Solved
L?AAD@W[?[Bgm_,22,5,5.6799380142,0.6799380142,1.1359876028,5.75607331,Solved
L?AAD?sX?sTORO,21,5,5.6799253942,0.6799253942,1.1359850788,5.74580233,Solved
L?AAD@OJDoAwL_,21,5,5.6799215313,0.6799215313,1.1359843063,5.76548264,Solved
L?AE@`gJF_BoCk,23,5,5.6799169204,0.6799169204,1.1359833841,5.74617117,Solved
L?AAD?oyBgAwFo,23,5,5.6799125797,0.6799125797,1.1359825159,5.74614949,Solved
L?AAD?wT@[V?FO,22,5,5.6799049106,0.6799049106,1.1359809821,5.75032140,Solved
L?AAD?wXF_QQBR,23,5,5.6799012742,0.6799012742,1.1359802548,5.74157169,Solved
L?AAD?WLEOawm_,22,5,5.6798997591,0.6798997591,1.1359799518,5.75299462,Solved
L?AAD?w\Do@wFO,23,5,5.6798901167,0.6798901167,1.1359780233,5.75233091,Solved
L?AAD@oe`sBoBw,24,5,5.6798795728,0.6798795728,1.1359759146,5.78007236,Solved
L?AAD?oeBG@TN_,21,5,5.6798766594,0.6798766594,1.1359753319,5.75513463,Solved
L?AAD@oI_iJ_m_,22,5,5.6798098965,0.6798098965,1.1359619793,5.80691180,Solved
L?AAD?oeAwIgN_,22,5,5.6797794084,0.6797794084,1.1359558817,5.76388978,Solved
L?AE@b_F?]N?L_,23,5,5.6797650423,0.6797650423,1.1359530085,5.80676553,Solved
L?AADaoR@[FOBw,24,5,5.6797626310,0.6797626310,1.1359525262,5.75497168,Solved
L?AAD?wT?UfO{A,23,5,5.6797626306,0.6797626306,1.1359525261,5.74615923,Solved
L?AAD?wT?]V?VO,23,5,5.6797626278,0.6797626278,1.1359525256,5.75488648,Solved
L?AAD?wX?efOyA,23,5,5.6797626275,0.6797626275,1.1359525255,5.75085269,Solved
L?AE@bGY@cF_RQ,23,5,5.6797544557,0.6797544557,1.1359508911,5.76087229,Solved
L?AADb_B_{FORO,23,5,5.6797445890,0.6797445890,1.1359489178,5.75000851,Solved
L?AAD@Oy@sAwig,23,5,5.6797428676,0.6797428676,1.1359485735,5.74898825,Solved
L?AAD@W[?y@wm_,23,5,5.6797337022,0.6797337022,1.1359467404,5.74528550,Solved
L?AE@b_F?VN?L_,23,5,5.6797277843,0.6797277843,1.1359455569,5.80809876,Solved
L?AEB?We@DawN_,23,5,5.6797125073,0.6797125073,1.1359425015,5.74928638,Solved
L?AADAoFBWBgM_,22,5,5.6796908556,0.6796908556,1.1359381711,5.77315324,Solved
L?AAD@oIaoAoBw,21,5,5.6796825234,0.6796825234,1.1359365047,5.77134219,Solved
L?AADbGX@WBOec,22,5,5.6796776515,0.6796776515,1.1359355303,5.74463364,Solved
L?AAD?wXCc@Y\@,22,5,5.6796116255,0.6796116255,1.1359223251,5.74970338,Solved
L?ABA_gaOdz?HR,23,5,5.6796109995,0.6796109995,1.1359221999,5.74974456,Solved
L?AAD?wX?s]?Fo,22,5,5.6796059983,0.6796059983,1.1359211997,5.77288584,Solved
L?ABA_gaRG`wDk,23,5,5.6795826022,0.6795826022,1.1359165204,5.74339098,Solved
L?AADAoFBWBgm_,23,5,5.6795532361,0.6795532361,1.1359106472,5.75209300,Solved
L?ABA_gaOd`w[D,23,5,5.6795424465,0.6795424465,1.1359084893,5.74266280,Solved
L?AAD?oeAWDoVO,21,5,5.6795395329,0.6795395329,1.1359079066,5.74477952,Solved
L?AAD?wT@[V?VO,23,5,5.6795346919,0.6795346919,1.1359069384,5.74256149,Solved
L?AAD?oZ@kHcN_,23,5,5.6795262062,0.6795262062,1.1359052412,5.74189745,Solved
L?AB?qQUAWSHHK,22,5,5.6795239100,0.6795239100,1.1359047820,5.77805564,Solved
L?AAD?wT?m\?ic,23,5,5.6795161228,0.6795161228,1.1359032246,5.74410139,Solved
L?AE@`HKiYF_^?,25,5,5.6795151958,0.6795151958,1.1359030392,5.76625343,Solved
L?AAD@OJ@kUOVO,22,5,5.6794963207,0.6794963207,1.1358992641,5.76656868,Solved
L?AB?qQU@WKg{?,22,5,5.6794883935,0.6794883935,1.1358976787,5.76447649,Solved
L?AAD?wXCcHgJ_,21,5,5.6794808352,0.6794808352,1.1358961670,5.77299856,Solved
L?AAD?w\Do@wF_,23,5,5.6794245599,0.6794245599,1.1358849120,5.76976887,Solved
L?`@Cb_HQS@sSc,22,5,5.6793950848,0.6793950848,1.1358790170,5.77729348,Solved
L?AAD?oeAWBgN_,21,5,5.6793942708,0.6793942708,1.1358788542,5.76247242,Solved
L?AAD?oeAwBgN_,22,5,5.6793942628,0.6793942628,1.1358788526,5.74004987,Solved
L?AAD@WLdSIgN_,24,5,5.6793909502,0.6793909502,1.1358781900,5.74033933,Solved
L?ABAaIeBWM_HS,23,5,5.6793909493,0.6793909493,1.1358781899,5.77164830,Solved
L?AAD@WLdcHgN_,24,5,5.6793909488,0.6793909488,1.1358781898,5.77969397,Solved
L?AAD@Oy@wCsUP,23,5,5.6793867948,0.6793867948,1.1358773590,5.75279894,Solved
L?AA@BOT@cTOas,21,5,5.6793765799,0.6793765799,1.1358753160,5.75757130,Solved
L?AAD?wXF_RQAu,24,5,5.6793661027,0.6793661027,1.1358732205,5.78433814,Solved
L?AAD@oIag@XVO,22,5,5.6793569950,0.6793569950,1.1358713990,5.75395906,Solved
L?AAD@OJDoAwN_,22,5,5.6793513645,0.6793513645,1.1358702729,5.74018961,Solved
L?AAD?wTCSawN_,23,5,5.6793496113,0.6793496113,1.1358699223,5.75594071,Solved
L?AAD@oR?VFOkc,23,5,5.6793494148,0.6793494148,1.1358698830,5.74220482,Solved
L?AAD@oR?VV?cc,22,5,5.6793455555,0.6793455555,1.1358691111,5.75718991,Solved
L?AAD@oRDoBgm_,23,5,5.6793218489,0.6793218489,1.1358643698,5.75358815,Solved
L?AAD?oeAWFoVO,22,5,5.6793157579,0.6793157579,1.1358631516,5.74545072,Solved
L?AAD?oeAwBgBw,22,5,5.6793157554,0.6793157554,1.1358631511,5.75168839,Solved
L?ABA_gaOh]?Bp,22,5,5.6792927688,0.6792927688,1.1358585538,5.77996299,Solved
L?AAD?oNBo@kFo,23,5,5.6792756702,0.6792756702,1.1358551340,5.76000127,Solved
L?AADAwVBoBgm_,25,5,5.6792453721,0.6792453721,1.1358490744,5.75048549,Solved
L?AAD?oy@sBoBw,23,5,5.6792195823,0.6792195823,1.1358439165,5.76488688,Solved
L?AAD?wT?mFoic,24,5,5.6792062511,0.6792062511,1.1358412502,5.76142868,Solved
L?AAD?W\DSIg{?,22,5,5.6791461346,0.6791461346,1.1358292269,5.77885258,Solved
L?AA@aHMAWCos@,20,5,5.6790961239,0.6790961239,1.1358192248,5.74923116,Solved
L?AAD@oI_wJGk_,21,5,5.6790897916,0.6790897916,1.1358179583,5.75848925,Solved
L?AAD@Oy@[Aw\?,22,5,5.6790688023,0.6790688023,1.1358137605,5.77054494,Solved
L?AAD@OyBgAwN_,23,5,5.6790492235,0.6790492235,1.1358098447,5.75812169,Solved
L?AAD?wXCcHgN_,22,5,5.6790387483,0.6790387483,1.1358077497,5.78364833,Solved
L?AA@aHMBGRON_,22,5,5.6790355986,0.6790355986,1.1358071197,5.81273059,Solved
L?AAD@oIag@kFo,22,5,5.6790342976,0.6790342976,1.1358068595,5.75236857,Solved
L?AA@BOmDSHguO,23,5,5.6789994851,0.6789994851,1.1357998970,5.74507036,Solved
L?AAD?oyCTHK\A,23,5,5.6789903829,0.6789903829,1.1357980766,5.75511086,Solved
L?ABA_gaOh}?Bp,23,5,5.6789903053,0.6789903053,1.1357980611,5.78497604,Solved
L?AAD?sX?sPUFo,23,5,5.6789803815,0.6789803815,1.1357960763,5.75385412,Solved
L?AA@BOT@sTOaS,21,5,5.6789803393,0.6789803393,1.1357960679,5.74784501,Solved
L?AAD?wXBgBWm_,23,5,5.6789641995,0.6789641995,1.1357928399,5.75130271,Solved
L?AAD?oEAwCqN_,21,5,5.6789329703,0.6789329703,1.1357865941,5.74845806,Solved
L?AA@aHMAWCoe@,20,5,5.6788733821,0.6788733821,1.1357746764,5.75239644,Solved
L?AAD@OI@gAqFo,20,5,5.6788103691,0.6788103691,1.1357620738,5.74658170,Solved
L?AADbGX?sBQwA,22,5,5.6788081973,0.6788081973,1.1357616395,5.75163359,Solved
L?AAD?oeEPBWLa,22,5,5.6787776194,0.6787776194,1.1357555239,5.75777965,Solved
L?AAD@OICsJGN_,21,5,5.6787677686,0.6787677686,1.1357535537,5.74175421,Solved
L?AAD?wX?e|?Es,23,5,5.6787238158,0.6787238158,1.1357447632,5.74741193,Solved
L?AAD@OIAwCsFo,21,5,5.6786910858,0.6786910858,1.1357382172,5.77484890,Solved
L?AAD@Oi@wAwJg,22,5,5.6786888711,0.6786888711,1.1357377742,5.74914189,Solved
L?AAD?wX?s]?Es,22,5,5.6786796375,0.6786796375,1.1357359275,5.76632071,Solved
L?AAD@oI_yHgy?,22,5,5.6786796365,0.6786796365,1.1357359273,5.74059728,Solved
L?AA@BOTDOFOas,21,5,5.6786640548,0.6786640548,1.1357328110,5.74917581,Solved
L?ABA_gaV_L_TK,23,5,5.6786590950,0.6786590950,1.1357318190,5.74064946,Solved
L?AAD?wXF_Igi`,23,5,5.6786423537,0.6786423537,1.1357284707,5.74609312,Solved
L?ABA_gaOh]?N?,21,5,5.6786266795,0.6786266795,1.1357253359,5.75313861,Solved
L?AA@aHMBHRON_,23,5,5.6786196662,0.6786196662,1.1357239332,5.81302094,Solved
L?ABAaGBaoCkSK,21,5,5.6786017964,0.6786017964,1.1357203593,5.74102245,Solved
L?AAD?s]F_Hgk`,24,5,5.6785996554,0.6785996554,1.1357199311,5.74225818,Solved
L?AAD?wT?m\?Bo,22,5,5.6785443046,0.6785443046,1.1357088609,5.78334600,Solved
L?AADAoFFOIgi`,23,5,5.6784851407,0.6784851407,1.1356970281,5.74603813,Solved
L?AAD?sXCo@WN_,21,5,5.6784831499,0.6784831499,1.1356966300,5.75372365,Solved
L?AAD?oeBGBoEq,21,5,5.6784669820,0.6784669820,1.1356933964,5.75411003,Solved
L?AAD?wTF_JGic,23,5,5.6784362471,0.6784362471,1.1356872494,5.75219318,Solved
L?AAD?sXCSBWN_,22,5,5.6784104392,0.6784104392,1.1356820878,5.75112284,Solved
L?AA@aHMAWCoy?,20,5,5.6783822809,0.6783822809,1.1356764562,5.76658066,Solved
L?AAD?oeAWDoBg,20,5,5.6783281041,0.6783281041,1.1356656208,5.76108742,Solved
L?AAD?wT?uTOUO,22,5,5.6783277988,0.6783277988,1.1356655598,5.77263124,Solved
L?AAD@Oy@sCsN_,23,5,5.6783183147,0.6783183147,1.1356636629,5.74316437,Solved
L?AAD@Oy@wCsN_,23,5,5.6783183145,0.6783183145,1.1356636629,5.74859180,Solved
L?AADbGHn_BoL_,24,5,5.6783031417,0.6783031417,1.1356606283,5.74385181,Solved
L?AAD?oEEP@kN_,21,5,5.6783027776,0.6783027776,1.1356605555,5.75092682,Solved
L?AA@BOm@sM_ap,23,5,5.6782870122,0.6782870122,1.1356574024,5.74203011,Solved
L?AADAoFBgHkAy,24,5,5.6782673901,0.6782673901,1.1356534780,5.74524384,Solved
L?AAD?oFFOTOVO,22,5,5.6782560127,0.6782560127,1.1356512025,5.75053935,Solved
L?ABA_gaOhV?Z?,21,5,5.6782401567,0.6782401567,1.1356480313,5.76581425,Solved
L?AAF@cM?sZ?Cw,22,5,5.6782315701,0.6782315701,1.1356463140,5.78318261,Solved
L?AAD@oMbgBoBw,24,5,5.6782119924,0.6782119924,1.1356423985,5.76216271,Solved
L?AAD@OI@gBWDs,20,5,5.6782041095,0.6782041095,1.1356408219,5.75855957,Solved
L?AAD?wX?kBg{?,21,5,5.6781996206,0.6781996206,1.1356399241,5.77182298,Solved
L?AAD?oyBgHcCt,23,5,5.6781723207,0.6781723207,1.1356344641,5.75727692,Solved
L?AAD@oR?VZ?VO,23,5,5.6781676444,0.6781676444,1.1356335289,5.75192040,Solved
L?AB?qQUAWSHH[,23,5,5.6781289499,0.6781289499,1.1356257900,5.75171809,Solved
L?ABAaGBdA~?VA,24,5,5.6781161227,0.6781161227,1.1356232245,5.74199421,Solved
L?AAD@Oy@sBoDs,23,5,5.6780962274,0.6780962274,1.1356192455,5.77448340,Solved
L?AA@aHMAWEoy?,21,5,5.6780912603,0.6780912603,1.1356182521,5.74427980,Solved
L?AAD?oEBW@[N_,21,5,5.6780743465,0.6780743465,1.1356148693,5.75982348,Solved
L?AAD?cuF_@wN_,23,5,5.6780690513,0.6780690513,1.1356138103,5.75300232,Solved
L?AAD?wT@Sj_L_,22,5,5.6780685876,0.6780685876,1.1356137175,5.79726330,Solved
L?AAD?oEBWKaAx,21,5,5.6780650834,0.6780650834,1.1356130167,5.74286392,Solved
L?AAD?oFFOVOFo,23,5,5.6780438264,0.6780438264,1.1356087653,5.74651511,Solved
L?AA@b_DloM_aT,24,5,5.6780399239,0.6780399239,1.1356079848,5.74862872,Solved
L?AAD@oRCTN?Bw,23,5,5.6780169215,0.6780169215,1.1356033843,5.74108370,Solved
L?AAD?oEBgHKN_,21,5,5.6779783751,0.6779783751,1.1355956750,5.74966558,Solved
L?AA@aHMBGZ?k_,21,5,5.6779760718,0.6779760718,1.1355952144,5.74629472,Solved
L?AAD?oEBgFoRW,22,5,5.6779632199,0.6779632199,1.1355926440,5.74322721,Solved
L?AAD@oR@sUOVO,23,5,5.6779595374,0.6779595374,1.1355919075,5.79226916,Solved
L?AAD?wT@Sj_N_,23,5,5.6779434504,0.6779434504,1.1355886901,5.80372278,Solved
L?AAD?sX?sZ?Bo,21,5,5.6779142007,0.6779142007,1.1355828401,5.74024973,Solved
L?AADbGLFOBoDg,23,5,5.6779111166,0.6779111166,1.1355822233,5.83157433,Solved
L?AAD?oEAWXCN_,20,5,5.6779085584,0.6779085584,1.1355817117,5.74785545,Solved
L?AAD?oEBW@sN_,21,5,5.6779042484,0.6779042484,1.1355808497,5.75106509,Solved
